n_high,high_fraction,n_edges,components,significant_components,largest_component_size,largest_component_share,isolated_share,endpoint_distance,path_length,path_hops,connected_region_supported,replicate,threshold,radius,rsm_r2
1948,0.0974,19620,100,30,202,0.10369609856262833,0.008213552361396304,0.20594703036139625,0.3184830594506405,6,False,5,0.85,0.08,0.8068617416572086
1948,0.0974,21070,60,29,210,0.10780287474332649,0.001540041067761807,0.27563488894561194,0.5654056932606051,9,False,5,0.85,0.1,0.8068617416572086
1355,0.06775,9723,141,35,48,0.035424354243542434,0.016236162361623615,0.04035130367287217,0.0415243418637166,2,False,5,0.9,0.04,0.8068617416572086
1355,0.06775,11398,111,30,103,0.07601476014760147,0.014022140221402213,0.19011251438480092,0.28070102229245186,7,False,5,0.9,0.06,0.8068617416572086
1355,0.06775,13102,81,28,156,0.11512915129151291,0.011808118081180811,0.19768134168111284,0.3103849614562615,5,False,5,0.9,0.08,0.8068617416572086
1355,0.06775,14332,57,24,194,0.14317343173431735,0.0051660516605166054,0.3105396081103255,0.43001098914758307,8,False,5,0.9,0.1,0.8068617416572086
664,0.0332,3919,96,32,37,0.05572289156626506,0.025602409638554216,0.045979952161193695,0.04698472759684897,2,False,5,0.95,0.04,0.8068617416572086
664,0.0332,4676,74,31,37,0.05572289156626506,0.024096385542168676,0.045979952161193695,0.04629436452051795,2,False,5,0.95,0.06,0.8068617416572086
664,0.0332,5235,56,26,72,0.10843373493975904,0.015060240963855422,0.19973955048159336,0.3105440947215386,5,False,5,0.95,0.08,0.8068617416572086
664,0.0332,5926,42,22,152,0.2289156626506024,0.01355421686746988,0.3490487781128577,0.5145980009483704,7,False,5,0.95,0.1,0.8068617416572086
2956,0.1478,25967,237,30,133,0.04499323410013532,0.014208389715832206,0.09253349244730358,0.14304348368064596,7,False,6,0.8,0.04,0.8319290171590462
2956,0.1478,28216,188,31,163,0.05514208389715832,0.010148849797023005,0.19980741326878462,0.29643447417493074,8,False,6,0.8,0.06,0.8319290171590462
2956,0.1478,30788,127,32,272,0.09201623815967523,0.0064276048714479025,0.19685489251478222,0.27285896922512604,7,False,6,0.8,0.08,0.8319290171590462
2956,0.1478,32794,76,32,280,0.09472259810554803,0.002368064952638701,0.3607987403211706,0.5625678942836998,8,False,6,0.8,0.1,0.8319290171590462
2070,0.1035,16114,197,33,49,0.023671497584541065,0.014009661835748793,0.04035130367287217,0.0415243418637166,2,False,6,0.85,0.04,0.8319290171590462
2070,0.1035,18247,154,37,100,0.04830917874396135,0.011111111111111112,0.19639588363445795,0.244026557439752,6,False,6,0.85,0.06,0.8319290171590462
2070,0.1035,20640,108,33,246,0.11884057971014493,0.005797101449275362,0.20720108623235148,0.3872815740553155,7,False,6,0.85,0.08,0.8319290171590462
2070,0.1035,22168,68,33,270,0.13043478260869565,0.002898550724637681,0.3147108807717385,0.4704709113690278,9,False,6,0.85,0.1,0.8319290171590462
1365,0.06825,9244,157,33,45,0.03296703296703297,0.017582417582417582,0.04035130367287217,0.0415243418637166,2,False,6,0.9,0.04,0.8319290171590462
1365,0.06825,11059,126,28,115,0.08424908424908426,0.014652014652014652,0.19011251438480092,0.28109539307312104,7,False,6,0.9,0.06,0.8319290171590462
1365,0.06825,12411,93,29,173,0.12673992673992673,0.00805860805860806,0.26769666249075,0.42216969906386914,7,False,6,0.9,0.08,0.8319290171590462
1365,0.06825,13795,57,25,210,0.15384615384615385,0.003663003663003663,0.31261057331763004,0.4460729513461718,7,False,6,0.9,0.1,0.8319290171590462
524,0.0262,2422,101,30,28,0.05343511450381679,0.04007633587786259,0.04760682132001186,0.056771643102565016,3,False,6,0.95,0.04,0.8319290171590462
524,0.0262,3001,88,26,44,0.08396946564885496,0.03625954198473282,0.15307205115557063,0.21957467132411837,5,False,6,0.95,0.06,0.8319290171590462
524,0.0262,3525,69,25,73,0.13931297709923665,0.022900763358778626,0.19533434544322262,0.32557080537638305,5,False,6,0.95,0.08,0.8319290171590462
524,0.0262,4047,49,21,73,0.13931297709923665,0.01717557251908397,0.19533434544322262,0.2965663332113096,5,False,6,0.95,0.1,0.8319290171590462
3012,0.1506,24866,247,24,129,0.04282868525896414,0.012616201859229747,0.09253349244730358,0.14045440270608237,6,False,7,0.8,0.04,0.8231137033267037
3012,0.1506,27670,184,27,235,0.07802124833997344,0.009296148738379814,0.1979637829448915,0.2671278980287271,6,False,7,0.8,0.06,0.8231137033267037
3012,0.1506,30830,127,25,394,0.13081009296148738,0.005312084993359893,0.2530240216405895,0.41335952856194225,8,False,7,0.8,0.08,0.8231137033267037
3012,0.1506,33505,63,25,443,0.14707835325365207,0.0013280212483399733,0.2974103949057924,0.7736977823876403,13,False,7,0.8,0.1,0.8231137033267037
2011,0.10055,14675,211,29,50,0.02486325211337643,0.015415216310293387,0.04264366329267227,0.04674369402858989,2,False,7,0.85,0.04,0.8231137033267037
2011,0.10055,16704,159,32,118,0.058677274987568376,0.011934361014420686,0.19639588363445795,0.24763637590826132,7,False,7,0.85,0.06,0.8231137033267037
2011,0.10055,19486,109,27,212,0.10542018896071606,0.007956240676280457,0.26769666249075,0.40704125002442626,7,False,7,0.85,0.08,0.8231137033267037
2011,0.10055,21818,56,25,252,0.1253107906514172,0.0014917951268025858,0.3099508942681899,0.4311183682982424,8,False,7,0.85,0.1,0.8231137033267037
1350,0.0675,8926,158,28,49,0.0362962962962963,0.02074074074074074,0.04035130367287217,0.0415243418637166,2,False,7,0.9,0.04,0.8231137033267037
1350,0.0675,10358,119,25,90,0.06666666666666667,0.014074074074074074,0.14258569578252311,0.24240027048955504,5,False,7,0.9,0.06,0.8231137033267037
1350,0.0675,12197,85,23,176,0.13037037037037036,0.007407407407407408,0.20720108623235148,0.3492743194079985,6,False,7,0.9,0.08,0.8231137033267037
